customerID,Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,customer.tenure,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,gasto_mensual,gasto_total,gasto_diario
3904-ukfre,0.0,male,0,0,0,4,1,yes,fiber optic,yes,no,no,no,no,no,month-to-month,1,electronic check,80.1,336.15,2.67
3908-blsyf,1.0,female,0,0,0,6,1,no,fiber optic,no,no,yes,no,no,yes,month-to-month,0,electronic check,83.9,497.55,2.796666666666667
3908-mkimj,0.0,male,1,1,0,68,0,no phone service,dsl,yes,yes,yes,no,no,no,two year,1,electronic check,41.95,2965.75,1.3983333333333334
3910-mrqoy,0.0,female,0,1,0,72,1,no,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),19.4,1496.45,0.6466666666666666
3911-rsnhi,0.0,female,0,1,0,71,0,no phone service,dsl,no,yes,yes,yes,yes,yes,two year,1,credit card (automatic),61.4,4310.35,2.0466666666666664
3913-fcuuw,0.0,female,0,1,1,72,1,yes,dsl,yes,yes,yes,yes,no,no,two year,1,bank transfer (automatic),70.45,5165.7,2.3483333333333336
3913-rdsjz,0.0,female,0,1,0,64,1,yes,no,no,no,no,no,no,no,two year,0,mailed check,25.55,1714.95,0.8516666666666667
3914-fdrhp,0.0,male,0,0,0,9,1,no,fiber optic,no,no,no,yes,yes,no,month-to-month,0,electronic check,86.25,770.5,2.875
3915-odiyg,0.0,male,1,0,0,60,1,yes,dsl,yes,yes,no,no,no,yes,one year,1,electronic check,71.75,4374.55,2.3916666666666666
3916-nrpap,0.0,male,0,0,0,3,1,no,fiber optic,no,no,yes,no,no,yes,month-to-month,0,credit card (automatic),85.7,256.75,2.856666666666667
3920-hihmq,0.0,female,0,0,1,26,1,yes,dsl,no,no,no,no,no,no,month-to-month,1,mailed check,49.5,1265.65,1.65
3923-csihk,1.0,female,1,1,0,50,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,71.05,3444.85,2.368333333333333
3926-cuqzx,1.0,male,0,0,0,1,1,no,dsl,no,no,no,no,no,no,month-to-month,1,bank transfer (automatic),45.1,45.1,1.5033333333333334
3926-yzvvx,0.0,female,0,0,0,41,1,no,dsl,no,no,no,yes,no,no,one year,0,bank transfer (automatic),50.05,2029.05,1.6683333333333332
3927-nlnry,1.0,male,0,1,0,53,1,no,fiber optic,no,yes,no,no,yes,yes,one year,1,bank transfer (automatic),94.25,4867.95,3.1416666666666666
3930-zgwve,0.0,male,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.75,19.75,0.6583333333333333
3932-cmdtd,1.0,female,0,0,0,4,1,no,fiber optic,no,yes,yes,yes,yes,yes,one year,1,electronic check,105.65,443.9,3.521666666666667
3932-ijwdz,0.0,male,0,0,0,45,1,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,1,bank transfer (automatic),103.65,4747.85,3.455
3933-dqpwx,0.0,female,0,0,0,50,0,no phone service,dsl,no,yes,yes,yes,no,no,two year,0,credit card (automatic),39.7,1932.75,1.3233333333333335
3934-hxcfz,1.0,male,0,1,0,23,1,yes,fiber optic,yes,yes,yes,no,yes,no,month-to-month,1,electronic check,99.25,2186.4,3.308333333333333
3935-tbrzz,0.0,male,0,1,1,44,1,yes,no,no,no,no,no,no,no,one year,0,mailed check,25.7,1110.5,0.8566666666666667
3936-qqfll,0.0,male,0,0,0,2,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.75,39.3,0.6583333333333333
3938-yfpxd,0.0,male,0,0,0,72,1,yes,dsl,yes,no,yes,yes,yes,yes,two year,0,credit card (automatic),84.3,5997.1,2.81
3941-xtskm,0.0,male,0,1,1,42,0,no phone service,dsl,no,yes,yes,no,no,yes,one year,1,credit card (automatic),45.1,2049.05,1.5033333333333334
3943-kdree,1.0,female,0,0,0,26,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,bank transfer (automatic),74.95,1834.95,2.4983333333333335
3945-gfwql,1.0,female,0,0,1,12,1,no,dsl,no,no,no,no,no,no,month-to-month,1,electronic check,44.55,480.6,1.4849999999999999
3946-jewrq,0.0,male,0,1,0,47,1,yes,fiber optic,no,no,no,no,yes,yes,one year,1,credit card (automatic),95.2,4563.0,3.1733333333333333
3946-mhczw,1.0,male,0,0,0,1,1,no,dsl,no,no,yes,no,no,no,month-to-month,0,mailed check,50.9,50.9,1.6966666666666665
3948-fvvrp,0.0,male,0,1,1,9,1,no,dsl,no,yes,no,yes,no,no,month-to-month,0,mailed check,54.8,452.8,1.8266666666666667
3948-kxduf,0.0,male,0,0,0,66,1,yes,dsl,yes,yes,yes,yes,no,no,two year,0,bank transfer (automatic),68.75,4447.55,2.2916666666666665
3948-xhgna,1.0,male,0,0,0,24,1,no,dsl,yes,no,no,no,no,no,month-to-month,1,bank transfer (automatic),49.55,1210.4,1.6516666666666666
3950-vpyjb,0.0,male,0,1,1,57,1,no,dsl,yes,yes,no,yes,no,no,one year,0,mailed check,59.6,3509.4,1.9866666666666668
3951-njcvi,0.0,female,1,1,0,42,1,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,95.05,3944.5,3.1683333333333334
3955-jbzzm,0.0,male,0,0,0,20,1,no,fiber optic,no,no,no,no,yes,no,month-to-month,0,electronic check,78.8,1641.3,2.6266666666666665
3956-cjust,0.0,female,1,0,0,23,1,no,fiber optic,yes,no,no,no,no,no,month-to-month,1,bank transfer (automatic),75.4,1643.55,2.5133333333333336
3956-mgxog,0.0,female,0,0,0,28,1,no,fiber optic,no,no,no,no,no,yes,month-to-month,1,electronic check,80.6,2244.95,2.6866666666666665
3957-hhlmr,0.0,female,0,1,1,70,1,yes,dsl,yes,no,no,no,no,yes,one year,0,bank transfer (automatic),65.2,4543.15,2.1733333333333333
3957-lxolk,1.0,female,1,0,0,28,1,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,1,electronic check,106.15,3152.5,3.5383333333333336
3957-sqxml,0.0,female,0,1,1,34,1,yes,no,no,no,no,no,no,no,two year,0,credit card (automatic),24.95,894.3,0.8316666666666667
3961-sxaxy,0.0,male,0,0,0,1,1,no,dsl,no,no,no,no,no,no,month-to-month,1,bank transfer (automatic),44.05,44.05,1.4683333333333333
3963-ryfns,0.0,female,0,0,0,72,1,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,1,bank transfer (automatic),116.45,8013.55,3.881666666666667
3966-hrmza,0.0,female,1,0,0,3,1,no,fiber optic,no,no,yes,no,no,no,month-to-month,0,mailed check,75.05,202.9,2.5016666666666665
3967-kxaps,0.0,male,0,1,0,72,1,yes,dsl,yes,yes,yes,yes,yes,yes,two year,0,credit card (automatic),92.3,6719.9,3.0766666666666667
3967-vqogc,0.0,female,0,1,1,67,1,yes,no,no,no,no,no,no,no,two year,1,mailed check,24.9,1680.25,0.83
3969-gyxel,0.0,female,0,0,0,11,1,no,fiber optic,yes,no,no,no,no,no,month-to-month,0,electronic check,76.4,838.7,2.546666666666667
3969-jqabi,0.0,female,0,1,0,58,1,no,dsl,yes,yes,no,no,yes,no,month-to-month,1,credit card (automatic),65.25,3791.6,2.175
3970-xgjdu,0.0,female,0,0,0,62,1,no,no,no,no,no,no,no,no,two year,1,credit card (automatic),19.2,1123.65,0.64
3973-skmln,0.0,male,0,0,0,71,1,no,no,no,no,no,no,no,no,two year,1,credit card (automatic),19.9,1355.1,0.6633333333333333
3976-bwuck,1.0,female,0,1,0,30,1,yes,fiber optic,no,yes,no,yes,yes,no,month-to-month,1,credit card (automatic),94.1,2804.45,3.1366666666666663
3976-hxhce,0.0,male,0,0,0,72,1,no,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),19.3,1414.8,0.6433333333333333
3976-nldez,0.0,male,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.6,20.6,0.6866666666666668
3977-qcrsl,0.0,female,0,0,0,5,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.15,117.95,0.6716666666666666
3978-ynkdd,0.0,male,0,0,1,19,1,no,no,no,no,no,no,no,no,two year,0,credit card (automatic),20.85,467.5,0.6950000000000001
3981-qsvqi,0.0,male,0,0,0,8,1,no,no,no,no,no,no,no,no,month-to-month,1,bank transfer (automatic),19.7,168.9,0.6566666666666666
3982-dqlus,0.0,male,1,1,1,65,1,yes,fiber optic,yes,yes,no,no,no,no,month-to-month,1,electronic check,85.75,5688.45,2.8583333333333334
3982-jgsfd,0.0,male,0,0,0,36,1,no,no,no,no,no,no,no,no,one year,1,credit card (automatic),20.35,695.85,0.6783333333333333
3982-xwfzq,1.0,female,0,1,0,42,1,yes,dsl,no,no,no,no,no,no,month-to-month,1,electronic check,50.25,2203.65,1.675
3985-hoypm,0.0,male,0,0,0,26,1,no,no,no,no,no,no,no,no,one year,0,mailed check,19.4,525.55,0.6466666666666666
3987-kqddu,0.0,male,0,0,0,9,1,no,fiber optic,yes,no,no,no,no,no,month-to-month,0,electronic check,75.6,661.55,2.52
3988-rqixo,1.0,female,1,0,0,1,1,no,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,91.3,91.3,3.0433333333333334
3990-qykbe,1.0,male,1,1,0,37,1,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,92.5,3473.4,3.0833333333333335
3992-ywpko,1.0,female,0,0,0,6,1,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,1,credit card (automatic),109.9,669.45,3.6633333333333336
3995-rwmuh,,male,0,0,0,7,1,no,dsl,no,no,no,no,no,no,month-to-month,1,bank transfer (automatic),44.65,322.5,1.4883333333333333
3995-wfcsm,0.0,female,0,0,0,2,1,no,dsl,no,no,yes,no,no,yes,month-to-month,0,electronic check,60.85,111.4,2.0283333333333333
3996-znwyk,0.0,male,1,1,1,71,1,no,no,no,no,no,no,no,no,two year,0,credit card (automatic),19.8,1388.45,0.66
3999-qgrjh,1.0,male,1,0,0,8,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,69.7,560.85,2.3233333333333333
3999-wrngr,0.0,female,0,1,1,60,0,no phone service,dsl,no,yes,no,no,yes,yes,month-to-month,1,electronic check,49.75,3069.45,1.6583333333333334
4000-vgmqp,0.0,male,0,1,1,38,1,yes,dsl,no,yes,yes,no,yes,yes,one year,0,credit card (automatic),78.95,2862.55,2.631666666666667
4001-tsbtv,0.0,female,0,1,1,58,1,no,fiber optic,no,yes,yes,no,yes,no,month-to-month,1,electronic check,91.55,5511.65,3.0516666666666667
4002-bqwpq,0.0,male,0,0,0,25,1,yes,dsl,yes,yes,yes,yes,no,yes,month-to-month,0,bank transfer (automatic),81.75,2028.8,2.725
4003-fushp,0.0,male,0,0,0,19,1,no,dsl,no,no,no,yes,yes,no,month-to-month,1,credit card (automatic),61.55,1093.2,2.0516666666666667
4003-octmp,0.0,female,0,1,0,31,1,no,dsl,yes,no,no,yes,no,yes,one year,1,electronic check,64.0,1910.75,2.1333333333333333
4006-hkyho,0.0,male,0,0,0,63,1,no,dsl,yes,yes,yes,yes,yes,yes,two year,1,bank transfer (automatic),86.7,5309.5,2.89
4007-nhvhi,0.0,female,1,0,0,56,1,yes,fiber optic,yes,yes,no,no,no,yes,month-to-month,1,electronic check,96.85,5219.65,3.228333333333333
4009-alqfh,1.0,female,0,0,0,25,1,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,1,electronic check,99.5,2369.05,3.316666666666667
4010-ylmvt,0.0,female,0,0,0,56,1,yes,fiber optic,yes,yes,no,no,yes,yes,month-to-month,1,credit card (automatic),106.6,5893.95,3.5533333333333332
4011-arphk,0.0,male,0,0,0,27,1,no,dsl,yes,no,no,no,no,no,month-to-month,0,mailed check,50.35,1411.35,1.6783333333333335
4012-ycfai,0.0,male,0,1,0,60,1,no,dsl,yes,yes,no,yes,no,no,two year,1,mailed check,61.35,3766.2,2.045
4012-zthbr,0.0,female,0,1,1,21,1,no,dsl,no,no,no,no,no,no,month-to-month,1,electronic check,44.95,926.25,1.4983333333333335
4013-guxnd,0.0,male,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.8,20.8,0.6933333333333334
4013-tldhq,1.0,male,0,0,0,19,1,no,fiber optic,no,yes,yes,no,no,no,month-to-month,1,electronic check,78.25,1490.95,2.6083333333333334
4013-ubxwq,1.0,female,0,0,0,7,1,yes,dsl,no,no,no,yes,yes,yes,month-to-month,1,electronic check,74.65,521.1,2.4883333333333337
4016-bjktz,0.0,female,0,0,0,25,1,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,0,electronic check,108.9,2809.05,3.6300000000000003
4018-kjyuy,0.0,male,0,0,1,22,1,no,no,no,no,no,no,no,no,month-to-month,0,credit card (automatic),20.15,432.5,0.6716666666666666
4018-ppndw,0.0,female,0,1,1,61,1,yes,no,no,no,no,no,no,no,two year,1,mailed check,24.1,1551.6,0.8033333333333333
4020-kiudi,0.0,male,0,1,1,6,1,no,no,no,no,no,no,no,no,month-to-month,0,credit card (automatic),19.85,138.85,0.6616666666666667
4021-rqsny,1.0,male,1,1,0,29,1,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,1,electronic check,98.5,3004.15,3.283333333333333
4023-rtiqm,0.0,female,1,1,0,31,0,no phone service,dsl,yes,yes,yes,no,no,yes,one year,1,credit card (automatic),50.4,1580.1,1.68
4024-csnby,0.0,female,0,1,0,72,1,yes,fiber optic,yes,yes,yes,yes,no,no,two year,1,bank transfer (automatic),94.25,6849.75,3.1416666666666666
4026-skkhw,0.0,male,0,0,0,3,1,no,dsl,no,no,no,yes,no,no,month-to-month,1,mailed check,50.25,152.3,1.675
4029-hpfvy,0.0,male,0,0,0,3,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,mailed check,70.3,220.4,2.3433333333333333
4030-vpzbd,1.0,female,0,0,0,2,0,no phone service,dsl,no,no,no,yes,no,no,month-to-month,1,electronic check,30.9,59.05,1.03
4032-rmhci,0.0,female,0,1,1,41,0,no phone service,dsl,yes,no,yes,no,no,no,one year,0,credit card (automatic),35.4,1412.4,1.18
4039-heunw,1.0,male,1,1,0,36,1,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,1,electronic check,96.5,3436.1,3.216666666666667
4039-pimhx,0.0,male,1,1,0,49,1,no,dsl,no,yes,no,no,no,no,two year,0,mailed check,49.8,2398.4,1.66
4043-mkdtv,0.0,male,0,1,0,71,1,no,fiber optic,no,yes,yes,yes,yes,yes,two year,1,electronic check,105.25,7291.75,3.5083333333333333
4047-gguug,,female,0,0,0,12,1,no,no,no,no,no,no,no,no,month-to-month,0,bank transfer (automatic),19.45,227.45,0.6483333333333333
4049-zpald,0.0,female,0,1,0,64,1,no,fiber optic,yes,no,yes,no,yes,yes,two year,1,bank transfer (automatic),99.0,6375.8,3.3
4054-cumia,0.0,female,0,1,1,18,1,no,no,no,no,no,no,no,no,month-to-month,1,mailed check,20.25,401.95,0.675
4056-qhxhz,0.0,female,0,1,1,72,1,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,0,mailed check,107.45,7576.7,3.5816666666666666
4057-fkczk,0.0,male,0,1,1,58,1,yes,fiber optic,no,no,no,no,yes,no,two year,0,bank transfer (automatic),82.5,4828.05,2.75
4059-iiebk,0.0,female,0,0,0,7,1,yes,fiber optic,no,yes,no,no,no,no,month-to-month,1,bank transfer (automatic),78.55,522.95,2.618333333333333
4060-btpxo,,female,0,1,0,67,1,yes,fiber optic,no,yes,yes,no,yes,yes,one year,1,bank transfer (automatic),105.7,6816.95,3.5233333333333334
4060-ldnlu,0.0,male,0,0,0,7,1,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,0,electronic check,96.2,639.7,3.2066666666666666
4061-ukjwl,0.0,male,0,0,0,3,1,no,dsl,no,no,no,no,no,no,month-to-month,0,mailed check,45.45,141.7,1.5150000000000001
4062-hbmos,0.0,male,0,0,0,52,1,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,1,electronic check,103.05,5364.8,3.435
4063-eiknq,0.0,male,0,1,1,11,1,no,no,no,no,no,no,no,no,month-to-month,0,bank transfer (automatic),20.95,267.35,0.6983333333333334
4065-jjava,0.0,female,0,0,0,1,1,no,dsl,no,yes,no,no,no,no,month-to-month,0,electronic check,49.5,49.5,1.65
4067-hlyqi,0.0,female,0,0,0,33,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,bank transfer (automatic),70.4,2406.1,2.3466666666666667
4070-okwvh,0.0,female,0,1,0,52,1,yes,fiber optic,no,yes,yes,no,yes,no,month-to-month,0,bank transfer (automatic),94.6,5025.8,3.1533333333333333
4072-ipylt,0.0,female,0,1,1,36,1,no,dsl,yes,no,no,no,no,no,month-to-month,0,credit card (automatic),51.05,1815.0,1.7016666666666667
4074-sjffa,1.0,female,0,0,0,1,1,no,dsl,no,no,no,no,no,yes,month-to-month,1,mailed check,54.75,54.75,1.825
4075-jfpgr,0.0,female,0,1,0,51,1,no,fiber optic,yes,yes,yes,no,yes,no,one year,1,electronic check,93.5,4619.55,3.1166666666666667
4075-wkniu,0.0,female,0,1,1,0,1,yes,dsl,no,yes,yes,yes,yes,no,two year,0,mailed check,73.35,2280.6342130650496,2.445
4077-cromm,1.0,female,0,1,1,31,1,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,1,electronic check,104.2,3243.45,3.4733333333333336
4077-hwuyd,0.0,male,0,1,1,72,1,yes,dsl,yes,yes,yes,yes,yes,yes,two year,1,bank transfer (automatic),87.55,6463.15,2.9183333333333334
4078-sayyn,1.0,female,0,0,0,11,1,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,1,electronic check,100.75,1129.75,3.3583333333333334
4079-ulgfr,0.0,male,0,0,0,16,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.0,275.7,0.6666666666666666
4079-vtglk,0.0,male,1,1,0,30,1,yes,dsl,no,no,yes,no,yes,yes,two year,0,electronic check,74.85,2181.75,2.4949999999999997
4079-wwqqq,0.0,male,0,0,0,72,0,no phone service,dsl,yes,yes,yes,yes,yes,yes,two year,1,bank transfer (automatic),65.55,4807.45,2.185
4080-iiard,0.0,female,0,1,0,13,1,yes,dsl,yes,yes,no,yes,yes,no,month-to-month,1,electronic check,76.2,981.45,2.54
4080-ogpjl,1.0,female,0,0,0,8,1,yes,dsl,yes,no,no,yes,no,yes,month-to-month,0,electronic check,71.15,563.65,2.371666666666667
4081-dyxav,1.0,female,0,0,0,19,0,no phone service,dsl,no,no,no,no,yes,yes,one year,1,credit card (automatic),44.85,893.55,1.495
4083-bfnyk,0.0,female,1,1,0,38,1,yes,fiber optic,yes,yes,no,no,no,yes,one year,0,credit card (automatic),95.0,3591.25,3.1666666666666665
4083-eugrj,1.0,male,0,0,0,9,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.25,178.5,0.675
4086-atnfv,0.0,female,0,1,1,34,1,no,dsl,yes,yes,yes,no,no,no,one year,1,mailed check,60.8,2042.05,2.0266666666666664
4086-witjg,0.0,male,0,1,1,71,1,no,no,no,no,no,no,no,no,two year,0,credit card (automatic),19.7,1301.1,0.6566666666666666
4086-yqsnz,1.0,female,1,1,0,3,1,no,fiber optic,no,no,no,no,yes,no,month-to-month,1,electronic check,80.4,224.05,2.68
4087-ulynq,,female,0,1,1,47,1,no,no,no,no,no,no,no,no,two year,0,credit card (automatic),20.25,873.4,0.675
4088-yldsu,1.0,male,0,1,0,55,1,yes,fiber optic,no,no,yes,yes,yes,yes,one year,1,electronic check,104.15,5743.05,3.4716666666666667
4090-kpjip,0.0,female,0,0,0,3,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,74.95,212.4,2.4983333333333335
4091-tvocn,0.0,male,0,0,1,48,1,yes,dsl,yes,no,yes,no,yes,yes,one year,1,credit card (automatic),78.75,3682.45,2.625
4092-ofqzs,0.0,male,0,1,0,20,1,no,no,no,no,no,no,no,no,one year,0,mailed check,20.65,417.5,0.6883333333333332
4094-nsedu,1.0,female,1,0,0,21,1,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,94.25,1973.75,3.1416666666666666
4097-yodcf,0.0,male,0,0,1,34,1,yes,fiber optic,yes,yes,no,no,yes,yes,one year,1,electronic check,103.8,3470.8,3.46
4098-naukp,0.0,male,1,1,1,68,1,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,1,electronic check,84.65,5683.6,2.8216666666666668
4102-befek,,male,0,0,0,62,1,no,no,no,no,no,no,no,no,two year,1,credit card (automatic),20.05,1201.65,0.6683333333333333
4102-hlenu,0.0,female,0,1,0,67,1,yes,dsl,yes,yes,yes,no,no,no,two year,0,mailed check,65.65,4322.85,2.1883333333333335
4102-oqupx,1.0,male,1,1,0,1,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,74.4,74.4,2.48
4104-pvrps,0.0,male,0,1,0,24,1,no,dsl,yes,no,no,yes,no,no,month-to-month,0,mailed check,53.6,1315.35,1.7866666666666666
4106-hadhq,1.0,male,0,1,1,39,1,no,dsl,yes,no,yes,yes,yes,yes,one year,0,credit card (automatic),80.0,3182.95,2.6666666666666665
4109-cyrbd,0.0,male,1,1,0,29,1,yes,dsl,no,no,no,no,no,no,month-to-month,1,electronic check,51.6,1442.0,1.72
4110-pfeuz,1.0,female,0,0,0,1,1,no,fiber optic,no,no,no,no,no,no,month-to-month,0,mailed check,69.55,69.55,2.3183333333333334
4111-bnxif,0.0,female,0,1,1,67,0,no phone service,dsl,no,yes,yes,yes,yes,yes,two year,1,electronic check,59.55,4103.9,1.9849999999999999
4112-lueiz,1.0,male,0,0,0,10,1,no,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,89.5,863.1,2.9833333333333334
4114-qmkvn,0.0,female,0,1,1,56,1,yes,dsl,yes,yes,no,no,no,yes,one year,0,bank transfer (automatic),68.75,3815.4,2.2916666666666665
4115-bnpjy,0.0,male,0,1,1,29,1,no,dsl,no,no,yes,yes,yes,yes,two year,0,mailed check,75.55,2054.4,2.518333333333333
4115-nzrks,0.0,female,1,0,0,7,1,no,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,89.15,574.35,2.9716666666666667
4115-umjfq,0.0,male,0,0,0,69,0,no phone service,dsl,no,yes,yes,no,no,no,one year,1,bank transfer (automatic),35.75,2492.25,1.1916666666666667
4116-iqrfr,0.0,male,0,1,1,4,1,yes,no,no,no,no,no,no,no,one year,0,credit card (automatic),24.1,73.1,0.8033333333333333
4116-tzaqj,1.0,female,0,0,0,9,1,no,fiber optic,yes,no,no,no,no,no,month-to-month,1,credit card (automatic),74.25,639.65,2.475
4118-cevpf,0.0,female,1,0,0,35,1,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,1,bank transfer (automatic),110.8,3836.3,3.6933333333333334
4119-zypzy,0.0,male,1,0,0,71,1,yes,fiber optic,no,yes,no,yes,yes,yes,two year,1,electronic check,106.8,7623.2,3.56
4121-agsin,0.0,female,0,1,1,58,1,yes,no,no,no,no,no,no,no,one year,1,credit card (automatic),24.5,1497.9,0.8166666666666667
4123-dvhph,0.0,male,0,1,0,9,1,yes,fiber optic,yes,no,no,no,no,yes,month-to-month,1,electronic check,88.05,801.3,2.935
4123-fcvcb,0.0,female,0,0,0,12,1,yes,dsl,no,no,no,yes,yes,yes,one year,1,mailed check,75.85,854.45,2.5283333333333333
4123-vpqtq,,female,0,0,0,3,1,no,no,no,no,no,no,no,no,month-to-month,0,electronic check,19.55,61.05,0.6516666666666667
4124-mmetb,1.0,male,0,0,0,22,1,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,1,credit card (automatic),94.65,2104.55,3.1550000000000002
4128-etesu,0.0,female,1,1,0,47,1,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,0,electronic check,99.7,4747.2,3.3233333333333333
4129-lycoi,0.0,female,0,0,1,67,1,yes,fiber optic,no,yes,no,yes,yes,yes,two year,1,electronic check,104.0,7039.05,3.466666666666667
4130-mzlcc,0.0,female,0,0,0,5,1,no,dsl,no,yes,no,no,no,no,month-to-month,0,bank transfer (automatic),50.55,244.75,1.6849999999999998
4132-kalro,0.0,female,0,0,0,4,1,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,1,mailed check,100.85,399.25,3.3616666666666664
4132-poczs,0.0,male,0,1,0,52,0,no phone service,dsl,yes,no,no,no,no,yes,month-to-month,1,electronic check,39.9,2020.9,1.3299999999999998
4134-bsxlx,0.0,male,0,1,0,28,1,no,dsl,yes,yes,no,yes,no,no,month-to-month,0,mailed check,60.9,1785.65,2.03
4135-frwkj,0.0,female,1,1,1,55,1,yes,dsl,yes,no,yes,yes,yes,no,one year,0,electronic check,76.25,4154.55,2.5416666666666665
4137-btikl,0.0,male,0,0,0,2,1,yes,fiber optic,yes,no,no,no,no,yes,month-to-month,0,mailed check,90.75,174.75,3.025
4137-jophl,0.0,female,0,0,0,50,1,no,fiber optic,no,no,yes,yes,no,yes,two year,1,bank transfer (automatic),89.7,4304.5,2.99
4138-naxed,0.0,male,0,0,0,51,1,yes,fiber optic,no,yes,no,no,no,no,month-to-month,0,bank transfer (automatic),81.0,4085.75,2.7
4139-detxs,0.0,female,0,1,1,72,0,no phone service,dsl,yes,yes,yes,yes,yes,yes,two year,0,bank transfer (automatic),64.45,4528.0,2.1483333333333334
4139-jpiam,0.0,male,0,0,0,51,0,no phone service,dsl,yes,no,no,yes,no,yes,month-to-month,1,credit card (automatic),44.45,2181.55,1.4816666666666667
4139-sugld,1.0,male,0,1,1,31,0,no phone service,dsl,yes,no,no,yes,no,no,month-to-month,0,bank transfer (automatic),35.4,1077.5,1.18
4140-muhug,1.0,female,1,0,0,3,1,no,fiber optic,no,no,yes,no,yes,no,month-to-month,1,electronic check,86.85,220.95,2.895
4140-toilv,,male,0,1,0,22,1,no,fiber optic,no,no,yes,no,yes,no,month-to-month,1,bank transfer (automatic),87.0,1850.65,2.9
4140-wjaww,1.0,female,0,0,0,5,1,no,no,no,no,no,no,no,no,month-to-month,0,credit card (automatic),19.85,108.05,0.6616666666666667
4143-hhpmk,1.0,male,0,0,0,52,1,no,fiber optic,no,yes,no,no,no,yes,month-to-month,1,electronic check,85.35,4338.6,2.8449999999999998
4143-oobwz,1.0,male,0,1,0,5,1,yes,fiber optic,no,yes,no,no,no,no,month-to-month,1,electronic check,81.3,416.3,2.71
4145-uqxuq,1.0,female,1,0,0,8,1,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,1,electronic check,92.1,729.95,3.07
4146-svfud,0.0,male,0,0,0,1,1,no,dsl,no,no,no,no,no,no,month-to-month,0,mailed check,44.6,44.6,1.4866666666666668
4154-aqugt,1.0,male,1,1,0,13,1,no,fiber optic,no,yes,no,yes,no,yes,month-to-month,1,bank transfer (automatic),89.05,1169.35,2.9683333333333333
4159-naaix,0.0,female,0,0,0,63,1,yes,fiber optic,no,yes,no,no,yes,yes,two year,0,bank transfer (automatic),97.45,6253.0,3.2483333333333335
4160-amjtl,1.0,female,1,0,0,8,1,no,no,no,no,no,no,no,no,month-to-month,0,electronic check,19.65,164.3,0.6549999999999999
4163-hftuk,0.0,male,0,0,0,51,1,no,no,no,no,no,no,no,no,one year,0,electronic check,19.1,1007.8,0.6366666666666667
4163-kiuhy,0.0,male,0,0,0,35,1,yes,no,no,no,no,no,no,no,month-to-month,1,electronic check,25.6,901.25,0.8533333333333334
4163-ncjak,0.0,female,0,1,0,46,1,yes,no,no,no,no,no,no,no,one year,1,bank transfer (automatic),24.45,1066.15,0.815
